FID,Volcano_Number,Volcano_Name,Volcanic_Landform,Primary_Volcano_Type,Last_Eruption_Year,Country,Region,Subregion,Geological_Summary,Latitude,Longitude,Elevation,Tectonic_Setting,Geologic_Epoch,Evidence_Category,Primary_Photo_Link,Primary_Photo_Caption,Primary_Photo_Credit,Major_Rock_Type,GeoLocation
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4581,342120,Tecuamburro,Composite,Stratovolcano,-960.0,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,"Tecuamburro is a small forested stratovolcano, or large lava-dome complex, about 50 km ESE of Guatemala City and 20 km S of the main volcanic chain. An older andesitic stratovolcano, Miraflores, was formed about 100,000 years ago. Tecuamburro and other lava domes were constructed during the late Pleistocene or early Holocene within an open E-facing scarp produced by structural failure of Miraflores more than 38,000 years ago. One of the largest of these domes, Peña Blanca, overtops the NW rim of the collapse scarp. Two nested craters, the larger of which is Chupadero, lie at the NW end of the complex. The smaller crater is a phreatic tuff ring, Laguna Ixpaco, that was formed about 2,900 years ago during the latest dated eruption of the complex. Numerous fumaroles, hot springs, and boiling mud pots are found in the area around the acidic lake.",14.156,-90.407,1845.0,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Dated,https://volcano.si.edu/gallery/photos/GVP-04024.jpg,"Tecuamburro, seen here from the north, is a small lava dome complex of mostly Pleistocene age. The smoother left flank consists of younger lava domes that were constructed during the late Pleistocene or early Holocene within a horseshoe-shaped, east-facing scarp. The scar resulted from structural failure of the older Miraflores edifice (right).","Photo by Lee Siebert, 1988 (Smithsonian Institution).",Andesite / Basaltic Andesite,POINT (-90.407 14.156)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4580,342130,Moyuta,Composite,Stratovolcano,,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,"Moyuta is the easternmost of a chain of large stratovolcanoes extending along the volcanic front of Guatemala. Like Tecuamburro volcano, it is offset about 20 km S of the main volcanic chain and lies south of the Jalpatagua Fault, overlying the southern boundary of the Jalpatagua Graben. The volcano is capped by a cluster of at least three forested, steep-sided, coalescing andesitic lava domes that from some distant perspectives give the summit a flat-topped appearance. Numerous cinder cones in various stages of erosion are located on the flanks of the complex.  The age of the latest eruption is not known, although the summit domes were considered to have been emplaced in relatively recent times (Williams et al., 1964).  Small fumaroles are found on the N and S flanks, and hot springs are located near Azulco at the NE base and along rivers on the SE side.",14.03,-90.1,1662.0,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,https://volcano.si.edu/gallery/photos/GVP-04033.jpg,Moyuta is the easternmost of a chain of large volcanoes extending along the volcanic front of Guatemala. The summit contains a cluster of forested lava domes. It is viewed here from a small lake to its SW at the edge of the Pacific coastal plain. ,"Photo by Lee Siebert, 1988 (Smithsonian Institution).",Andesite / Basaltic Andesite,POINT (-90.1 14.03)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-457f,342140,Flores,Cluster,Volcanic field,,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,"Volcán de Flores is one of the largest of a cluster of small stratovolcanoes located in SE Guatemala behind the volcanic front. Also known as Volcán Amayo, it lies ~10 km W of the city of Jutiapa, at the SW end of the SE Guatemala volcanic platform. The summit rises ~600 m above a basement of Cretaceous and Tertiary sedimentary rocks and contains a shallow crater breached on its eastern side. Satellitic cones occur at the southern and eastern base of the dominantly basaltic volcano, and youthful lava flows occur at the NE base, near El Aguacite.",14.308,-89.992,1600.0,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,https://volcano.si.edu/gallery/photos/GVP-07776.jpg,"Volcán de Flores, seen here from the SSW, is one of the largest of a cluster of small volcanoes located behind the main volcanic front in SE Guatemala. The summit rises up to 600 m above a basement of Cretaceous and Tertiary sedimentary rocks and contains a smaller summit cone with a shallow crater that opens to the east. An alignment of scoria cones trends across the flanks.","Photo by Francesco Frugioni, 1999 (Istituto Nazionale di Geofisca e Vulcanologia, Rome).",Basalt / Picro-Basalt,POINT (-89.992 14.308)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-457e,342141,Tahual,Composite,Stratovolcano,,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,"Deeply dissected Volcán Tahual rises ~700 m above plains S of the town of Monjas. The summit of the  forested stratovolcano is cut by a broad erosional crater that extends to the base of the volcano and is narrowly breached to the NE. A Holocene pyroclastic cone near the NE base fed a short basaltic lava flow (Williams et al., 1964). The scenic lake-filled Laguna de Hoyo lies to the N.  This steep-walled crater and the NE-flank cinder cone lie along faults bordering a graben that extends across the eastern base of the volcano to neighboring Retana caldera on the SE.",14.43,-89.9,1716.0,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,https://volcano.si.edu/gallery/photos/GVP-04038.jpg,"Volcán Tahual rises about 700 m above plains south of the town of Monjas, seen here from the NE. The summit contains a broad erosional depression that opens at the NE base of the volcano (center). A Holocene cone near the NE base of Volcán Tahual produced a short lava flow, now vegetated to the right.","Photo by Lee Siebert, 1993 (Smithsonian Institution).",Basalt / Picro-Basalt,POINT (-89.9 14.43)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-457d,342150,"Santiago, Cerro",Cluster,Volcanic field,,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,"A cluster of cinder cones and low shield volcanoes surrounds the city of Jutiapa in SE Guatemala. The most prominent is Cerro Santiago, one of two coalescing cinder cones capping a shield SE of the city. Youthful flows from the two Los Cerritos cones NE of Jutiapa cross the Interamerican Highway. Volcán Culma forms a steep-sided basaltic lava mound immediately E of the city. To the W lies Cerro Gordo (referred to as Amayo by Williams et al., 1964), a craterless cinder cone surrounded by basaltic lava flows. It is one of several cinder cones to have produced lava flows that cover the area between Jutiapa and Tertiary volcanic hills to the S.",14.33,-89.87,1192.0,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,https://volcano.si.edu/gallery/photos/GVP-07755.jpg,"A group of scoria cones and low-elevation edifices surrounds the city of Jutiapa in SE Guatemala. This photo shows Volcán Culma, a cone largely composed of basaltic lavas on the eastern side of the city. The most prominent feature of the volcanic field is Cerro Santiago, one of two coalescing scoria cones SE of Jutiapa. ","Photo by Giuseppina Kysar, 1999 (Smithsonian Institution).",Basalt / Picro-Basalt,POINT (-89.87 14.33)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-457c,342160,Suchitan,Composite,Stratovolcano(es),,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,"The summit of the andesitic-to-basaltic Volcán Suchitán stratovolcano, NE of the city of Jutiapa, is elongated N-S. Several large canyons cut the slopes of the dominantly andesitic edifice. A large cone, Cerro Mataltepe, is located on the upper N flank; two smaller cones are located on the lower N flank. Two Holocene basaltic lava flows are also present on the N and NW flanks (Williams et al., 1964), and many flank vents are basaltic. The volcano was constructed immediately E of the 5-km-wide basaltic-to-dacitic Retana caldera, formed in part in association with the eruption of a dacitic pumice deposit. Steep walls 60-250 m high rise above the flat caldera floor. One of the latest basaltic lava flows went through a low notch in the eastern caldera rim. Several lava cones and a maar are located along a N-S line N of Retana caldera. A reported eruption in 1469 CE is considered to have actually been from Atitlán volcano in the Guatemalan highlands.",14.4,-89.78,2042.0,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,https://volcano.si.edu/gallery/photos/GVP-04035.jpg,"Suchitán volcano, seen here from the west on the rim of Retana caldera, is the highest of a group of closely spaced small volcanoes including scoria cones in SE Guatemala. The large peak to the left of the summit is Cerro Mataltepe; other scoria cones occur lower on the north flank. One of the more recent lava flows from Suchitán traveled through a low notch in the eastern caldera rim. The caldera once contained a lake, but now is used for agricultural land.","Photo by Lee Siebert, 1993 (Smithsonian Institution).",Andesite / Basaltic Andesite,POINT (-89.78 14.4)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-457b,342170,Chingo,Composite,Stratovolcano,,Guatemala-El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,"Volcán Chingo is a symmetrical stratovolcano that straddles the Guatemala/El Salvador border. A shallow, oval-shaped summit crater is breached on the W side. Other small stratovolcanoes and cinder cones are located on both sides of the volcano along a major N-S-trending fault. Youthful cones, such as Cerro de Olla, lie across the Salvadorian border to the S. To the N in Guatemala, Volcán las Viboras, a cinder cone that caps a basaltic shield volcano, is the most prominent of several fault-controlled cones near Laguna Atescatempo. Flank fissures have fed many youthful lava flows, particularly on the W flank of Chingo and the N flank of Volcán las Viboras.",14.12,-89.73,1775.0,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,https://volcano.si.edu/gallery/photos/GVP-07386.jpg,"Volcán Chingo is located on the Guatemala/El Salvador border, seen here from the SE on the Salvador side of the border. The light-brown hill below is Cerro Laguneta. Other flank vents are located on the NE side and several recent lava flows are to the west and north.","Photo by Giuseppina Kysar, 1999 (Smithsonian Institution).",Andesite / Basaltic Andesite,POINT (-89.73 14.12)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-457a,342180,Ixtepeque,Cluster,Lava dome(s),,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,"Ixtepeque volcano, which takes its name from the Aztec word for obsidian, is perhaps the largest obsidian field in North America. A 4 x 5 km rhyolitic obsidian lava field was erupted within the Ipala graben from a craterless vent along a NE-trending fissure that passes through adjacent rhyolitic lava domes and basaltic cinder cones. Obsidian from Ixtepeque has shown up at archaeological sites across Central America. Flat-lying pumice beds produced by explosive eruptions preceding lava effusion are found locally around the volcano. Other obsidian flows originated from lava domes NE of Ixtepeque. These rhyolitic vents are interspersed with basaltic cinder cones and lava flows. Laguna de Obrajuelo is a complex cone cut by a large crater more than a km in diameter. Initial basaltic eruptions were followed by the extrusion of obsidian flows and the eruption of rhyolitic pumice that were considered by Williams et al. (1964) to be only a few thousand years old.",14.42,-89.68,1292.0,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,https://volcano.si.edu/gallery/photos/GVP-04039.jpg,"Volcán Ixtepeque, which is named after the Aztec word for obsidian, is seen here from the west. A 4 x 5 km rhyolitic obsidian lava flow field was erupted within the Ipala graben from a NE-trending vent . Obsidian from Ixtepeque has been found at archaeological sites across Central America.","Photo by Lee Siebert, 1993 (Smithsonian Institution).",Rhyolite,POINT (-89.68 14.42)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4579,343002,"Singuil, Cerro",Cluster,Volcanic field,,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,"The most prominent feature of a volcanic field in the interior valley of El Salvador near the Guatemalan border SE of Volcán Chingo is Cerro Singüil. This scoria cone, also known as El Cerron, has a well-preserved summit crater and is part of a group of cinder cones and explosion craters mapped as Holocene in age by Weber and Wiesemann (1978). A young basaltic lava flow extends to the NNE down the valley of the Quebada La Presa, the headwaters of the Río Guajoyo. The volcanic field includes a line of three NNE-trending explosion craters N of the city of Chalchuapa, the highest of which is Cerro Tablas.  ",14.054,-89.631,926.0,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,https://volcano.si.edu/gallery/photos/GVP-07367.jpg,"Cerro Singüil is a large scoria cone with a summit crater that lies at the eastern end of a large volcanic field in the interior valley of El Salvador near the Guatemalan border, SE of Volcán Chingo. Cerro Singüil is seen here from the SE along the Pan-American Highway, around the eastern flank of the cone.","Photo by Giuseppina Kysar, 1999 (Smithsonian Institution).",Basalt / Picro-Basalt,POINT (-89.631 14.054)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4578,343010,Apaneca Range,Composite,Stratovolcano(es),,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,"The Apaneca Range (also known as the Cuyanausul Range) consists of a group of basaltic-to-andesitic Pleistocene and Holocene stratovolcanoes in western El Salvador between the Santa Ana complex and the Guatemala border. The Pleistocene dacitic-rhyolitic Concepción de Ataco caldera (5 x 3.5 km) lies at the W end of the complex, along with post-caldera late-Pleistocene to Holocene andesitic-dacitic lava domes. The post-caldera cones of Cerro el Aguila (the highest peak of the complex) and Cerro los Naranjos at the E end of the chain were mapped as Holocene by Weber and Weisemann (1978). Young craters on the basaltic Cerro Laguna Verde stratovolcano may also have been active during the Holocene. Numerous fumarole fields are located on the N flank of the range, and the Ahuachapán geothermal field has been producing since 1975. Several small hydrothermal explosions have occurred in historical time, including one in October 1990 at the Agua Shuca thermal area in which 26 people were killed.",13.872,-89.742,2028.0,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,https://volcano.si.edu/gallery/photos/GVP-07731.jpg,"The Apaneca Range is seen here from the SE. This elongated group of Pleistocene and Holocene edifices lies in western El Salvador, between the Santa Ana complex and the Guatemala border. The 5-km-wide Pleistocene Concepción de Ataco caldera lies beyond the flat ridge to the left; to its right are Cerro Cachio, Cerro de las Rana, Cerro el Aguila, and conical Cerro los Naranjos. The Apaneca Range is the site of the major geothermal field of Ahuachapán.","Photo by Lee Siebert, 1999 (Smithsonian Institution).",Basalt / Picro-Basalt,POINT (-89.742 13.872)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4577,343020,Santa Ana,Composite,Stratovolcano,2005.0,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,"Santa Ana (also known as Ilamatepec), is a massive, dominantly andesitic-to-trachyandesitic stratovolcano in El Salvador immediately W of Coatepeque Caldera. Collapse during the late Pleistocene produced a voluminous debris avalanche that swept into the Pacific Ocean, forming the Acajutla Peninsula. Reconstruction of the volcano subsequently filled most of the collapse scarp. The broad summit is cut by several crescentic craters, and a series of vents and cones have formed along a 20-km-long fissure system that extends from near the town of Chalchuapa NNW of the volcano to the San Marcelino and Cerro la Olla cinder cones on the SE flank. Small to moderate explosive eruptions from both summit and flank vents have been documented since the 16th century. The San Marcelino cinder cone on the SE flank produced a lava flow in 1722 that traveled 13 km E.",13.853,-89.63,2381.0,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-04042.jpg,"Santa Ana has four nested craters at its summit, seen here from the SW. A series of flank vents and cones have formed along a 20-km-long fissure system that extends from the lower NNE flank to the San Marcelino and Cerro Chino scoria cones on the SE flank. Historical eruptions have been recorded since the 16th century and have largely consisted of small-to-moderate explosions from both summit and flank vents.","Photo by Mike Carr, 1982 (Rutgers University).",Andesite / Basaltic Andesite,POINT (-89.63 13.853)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4576,343030,Izalco,Composite,Stratovolcano,1966.0,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,"Volcán de Izalco began growing in 1770 CE on the southern flank of Santa Ana volcano, eventually building a steep 650-m-high stratovolcano truncated by a 250-m-wide summit crater. Frequent Strombolian eruptions during the two centuries prior to the cessation of activity in 1966 provided a night-time beacon for ships, causing it to be known as El Faro, the ""Lighthouse of the Pacific."" The dominantly basaltic andesite tephra and lava flows are geochemically distinct from those of both Santa Ana and its fissure-controlled flank vents. Lava flows have primarily erupted from flank vents, traveling as far as about 7 km south down the slopes of Santa Ana.",13.813,-89.633,1950.0,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-04646.jpg,"Volcán de Izalco is seen here from the north, on the southern flank of Santa Ana. It began erupting in 1770 CE and frequent Strombolian eruptions produced a steep-sided, 650-m-high stratovolcano over a 200-year period. Izalco was one of the most frequently active volcanoes in Central America, producing ejecta and lava flows from both summit and flank vents.",Copyrighted photo by Stephen O'Meara.,Andesite / Basaltic Andesite,POINT (-89.633 13.813)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4575,343041,Coatepeque Caldera,Caldera,Caldera,,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,"Coatepeque is a 6.5 x 11.5 km collapse caldera ~50 km W of San Salvador that is largely occupied by a lake with hot springs near the margins. The height of the caldera rim increases on its W side, where it intersects the E flank of Santa Ana. The caldera was formed during a series of major rhyolitic explosive eruptions between ~72,000 and 51,000 years ago. Post-caldera eruptions included the formation of basaltic cinder cones and lava flows near the western margin of the caldera and the extrusion of rhyodacitic lava domes along a NE-SW line near the caldera lake margins. The highest dome forms Isla de Cabra, or Cerro Grande. The age of the domes is not known precisely, but the youngest dome, Cerro Pacho, was estimated to have formed less than 10,000 years ago. No verified eruptions have been recorded.",13.87,-89.55,746.0,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,https://volcano.si.edu/gallery/photos/GVP-10077.jpg,"The 7 x 10 km Coatepeque caldera is seen here from the Santa Ana summit. The caldera formed during a series of major explosive eruptions between about 70,000 and 57,000 years ago. Post-caldera eruptions included the formation of basaltic scoria cones and lava flows near the western margin of the caldera and the extrusion of lava domes, including Cerro Grande, the island in the W side of the caldera lake.","Photo by Lee Siebert, 2002 (Smithsonian Institution).",Rhyolite,POINT (-89.55 13.87)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4574,343051,"Cinotepeque, Cerro",Cluster,Volcanic field,,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,"Cerro Cinotepeque is the largest and most prominent of a group of four pyroclastic cones mapped as Holocene by Weber and Weismann (1978) in low-lying areas on either side of the Río Lempa, ~40 km N of San Salvador. Cinotepeque lies south of the river; Cerro Colorado, Cerro Santiago, and Cerro Mosquito lie immediately north of the river. Two additional cones are about 10 km farther north, just beyond the town of Nuevo Concepcion. A large group of small Pleistocene stratovolcanoes and pyroclastic cones constructed along NW-SE-trending faults is located west and south of Cinotepeque and west of Guazapa volcano.",14.02,-89.25,665.0,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,https://volcano.si.edu/gallery/photos/GVP-07393.jpg,"Cerro El Chino is seen here from the east, just south of the town of Aguilares and is part of the Cerro Cinotepeque volcanic field, a large group of small Pleistocene-to-Holocene stratovolcanoes and cones constructed along NW-SE-trending faults on either side of the Río Lempa west of Guazapa volcano. The Holocene Cerro Cinotepeque cone lies about 6 km NW of Cerro El Chino.","Photo by Giuseppina Kysar, 1999 (Smithsonian Institution).",No Data (checked),POINT (-89.25 14.02)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4573,343050,San Salvador,Composite,Stratovolcano,1917.0,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,"The massive compound San Salvador volcano dominates the landscape W of El Salvador's capital city of San Salvador. The dominantly andesitic Boquerón stratovolcano has grown within a 6-km-wide caldera whose rim is partially exposed at Picacho and Jabalí peaks, which themselves were formed by collapse of an older edifice about 40,000 years ago. The summit of Boquerón is truncated by a steep-walled crater 1.5 km wide and ~500 m deep that formed during a major eruption around 800 years ago. It contained a crater lake prior to an eruption during 1917 that formed a small cinder cone on the crater floor; a major N-flank lava flow also erupted in this year. Three fracture zones that extend beyond the base of the volcano have been the locus for numerous flank eruptions, including two that formed maars on the WNW and SE sides. Most of the four historical eruptions recorded since the 16th century have originated from flank vents, including two in the 17th century from the NW-flank cone of El Playón, during which explosions and a lava flow damaged inhabited areas. ",13.734,-89.294,1893.0,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-07349.jpg,"San Salvador volcano rises above the capital city of El Salvador. The broader peak to the left is the Boquerón edifice, which has grown within the 6-km-wide crater of the older El Picacho edifice (the peak to the right). Most of the four pre-1917 eruptions recorded at San Salvador since the 16th century have occurred at flank vents.","Photo by Rick Wunderman, 1999 (Smithsonian Institution).",Andesite / Basaltic Andesite,POINT (-89.294 13.734)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4572,343060,Ilopango,Caldera,Caldera,1880.0,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,"The 8 x 11 km Ilopango caldera, filled by one of El Salvador's largest lakes, has a scalloped 150-500 m high rim. The caldera, which lies immediately east of the capital city of San Salvador, is strongly controlled by regional faults of the central Salvador graben. Four major dacitic-rhyolitic explosive eruptions during the late Pleistocene and Holocene produced pyroclastic-flow and pyroclastic-fall deposits that cover much of El Salvador. The latest collapse resulted from the massive 5th century CE Tierra Blanca Joven (TBJ) eruption, which produced widespread pyroclastic flows and devastated early Mayan cities. Post-caldera eruptions formed a series of glassy dacitic and andesitic lava domes within the lake and near its shore. The Islas Quemadas, a group of low islets in the center of the lake that mark the summit of a largely submerged lava dome, were formed during an eruption in 1879-80.",13.672,-89.053,450.0,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-07213.jpg,"The 13 x 17 km Ilopango caldera is filled by one of El Salvador's largest lakes. The caldera, which has a scalloped 150-500 m high rim, lies immediately east of the capital city of San Salvador (upper left). The latest caldera collapse event occurred during the massive 536-550 CE eruption, which produced widespread pyroclastic flows and devastated early Mayan cities. Post-caldera eruptions formed a series of lava domes within the lake and near its shore.","Photo by Carlos Pullinger, 1996 (Servicio Nacional de Estudios Territoriales, El Salvador).",Dacite,POINT (-89.053 13.672)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4571,343072,Taburete,Composite,Stratovolcano,,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,"Taburete volcano rises above the Pacific coastal plain E of the Río Lempa at the SW end of a cluster of volcanoes between San Vincente and San Miguel volcanoes.  Basaltic to basaltic andesite, it is elongated in a NW-SE direction and overlaps with Tecapa volcano to the NE.  Its summit forms a prominent peak that rises above the southern crater rim.  A well-preserved, 150-300 m deep summit crater has a low point on its eastern rim.  A fairly recent lava flow descends the S flank (Williams and McBirney, 1955).  Loma Pacha cone on the lower SE flank fed a thick lava flow that traveled 1 km SE.  The age of the most recent eruption is not precisely known, and Weber and Wiesemann (1978) did not map its Holocene deposits.",13.435,-88.532,1172.0,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Uncertain,https://volcano.si.edu/gallery/photos/GVP-07629.jpg,"Taburete volcano (seen here from the SW) rises above the Pacific coastal plain, east of the Río Lempa. Taburete lies across an 800-m-high saddle from Tecapa volcano, visible to the left. The flat area to the left of the summit is a 150-300 m deep crater.","Photo by Lee Siebert, 1999 (Smithsonian Institution).",Basalt / Picro-Basalt,POINT (-88.532 13.435)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-4570,343070,San Vicente,Composite,Stratovolcano,,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,"San Vicente stratovolcano, also known as Chichontepec, is ~20 km SE of Lake Ilopango. The andesitic edifice with two summit peaks was constructed within the Pleistocene La Carbonera caldera, whose rim is visible only on its SW side. The N and S flanks are covered by lava flows from the central vent, but lava flows on the eastern side originated from a vent on the upper flank. Volcanism has continued into the Holocene, but the latest lava flows are covered by deposits from the major Tierra Blanca eruption from Ilopango around 450 CE. Reports of eruptions in 1643 CE and 1835 CE are false (Catalog of Active Volcanoes of the World; Sapper, 1917), but numerous hot springs and fumaroles are found on the N and W flanks.",13.5969,-88.8375,2149.0,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,https://volcano.si.edu/gallery/photos/GVP-04059.jpg,San Vicente is seen here from the north along the Pan-American highway. Numerous hot springs and fumaroles are found on its flanks.,"Photo by Kristal Dorion, 1994 (U.S. Geological Survey).",Andesite / Basaltic Andesite,POINT (-88.8375 13.5969)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-456f,343081,Usulutan,Composite,Stratovolcano,,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,"Usulután volcano anchors the SE end of a cluster of basaltic to basaltic andesite stratovolcanoes between San Vicente and San Miguel volcanoes.  The flanks of the forested volcano are dissected, but youthful lava flows are present on its southern flanks.  The younger summit rocks of Usulután and the Cerro Nanzal pyroclastic cone on the lower SE flank were mapped as Holocene (Weber and Wiesemann, 1978).  A broad 1.3-km-wide crater is breached to the E from the summit to its lower flank.",13.419,-88.471,1449.0,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,https://volcano.si.edu/gallery/photos/GVP-07635.jpg,"Usulután rises above the Pacific coastal plain at the SE end of a cluster of volcanoes between San Vicente and San Miguel. Several valleys have formed on the flanks of, including the one seen in this view of the SW flank. The rounded peak to the left is Cerro Oromontique on the flank of El Tigre volcano.","Photo by Lee Siebert, 1999 (Smithsonian Institution).",Basalt / Picro-Basalt,POINT (-88.471 13.419)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-456e,343082,"Tigre, El",Composite,Stratovolcano,,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,"Cerro el Tigre is the highest, NE-most, and oldest of the cluster of coalescing basaltic to basaltic andesite Quaternary volcanoes between the Río Lempa and San Miguel volcano.  Its summit crater  has been destroyed by erosion, and its flanks are deeply dissected.  Two large NNW-trending valleys, parallel to other regional fissures, cross the volcano, which lies about 7 km SE of Tecapa volcano and a similar distance NE of Usulután volcano.  Although the volcano itself is Pleistocene in age, two young cones on its flanks were mapped as Holocene by Weber and Wiesemann (1978). Cerro Oromontique and Cerro la Manita were erupted on the W and S flanks, respectively, along a NW-SE-trending fissure extending towards Tecapa.",13.47,-88.43,1640.0,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,https://volcano.si.edu/gallery/photos/GVP-04066.jpg,"The eroded Pleistocene El Tigre volcano is seen here from the flank of Tecapa to the NW with the town of Santiago de María near the center. Two Holocene cones are seen here, Cerro Oromontique right of Santiago de María and Cerro la Manita, the small peak on the horizon to the right. ","Photo by Kristal Dorion, 1994 (U.S. Geological Survey).",Basalt / Picro-Basalt,POINT (-88.43 13.47)
Smithsonian_VOTW_Holocene_Volcanoes.fid--1678905a_1a0570e89d9_-456d,343080,Tecapa,Composite,Stratovolcano,,El Salvador,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,"Tecapa is a complex basaltic-to-andesitic stratovolcano at the NW end of a cluster of volcanoes E of the Río Lempa between San Vicente and San Miguel volcanoes.  The Berlín caldera, whose rim is visible on the W side of the complex, was formed during the eruption of the Blanca-Rosa dacitic pumice in the late Pleistocene.  Following caldera formation, the cones of Cerro Las Palmas, Cerro Pelón, Tecapa-Laguna de Alegria, and Cerro Alegria were constructed along a WSW-ENE line.  The crater of Tecapa-Laguna de Alegria contains a deep notch on the eastern rim and is filled by Laguna de Alegria crater lake.  The volcanic complex currently displays fumarolic activity, and a producing geothermal plant is located at the Berlín geothermal field.    ",13.494,-88.502,1593.0,Subduction zone / Continental crust (> 25 km),Holocene,Evidence Credible,https://volcano.si.edu/gallery/photos/GVP-07628.jpg,"Tecapa is at the NW end of a cluster of volcanoes in eastern El Salvador between San Vicente and San Miguel, seen here from the west. The peaks on the horizon to the far left lie behind the Berlín caldera. Geothermal activity continues within the Tecapa volcanic complex  and a producing geothermal plant is located at the Berlín geothermal field.","Photo by Lee Siebert, 1999 (Smithsonian Institution).",Andesite / Basaltic Andesite,POINT (-88.502 13.494)
